,Stock,Bollinger Band,Keltner Channel,Moving Average Envelope,Price Channel,Parabolic SAR
0,./stocks/AABA.csv,15043.7384589,16600.6384689,12736.9181279,10341.580403,17439.4269009
1,./stocks/AAL.csv,11108.8574738,11018.0474988,10865.4075998,12330.150222,9973.04129879
2,./stocks/AAME.csv,7790.65682927,7687.10682927,7103.14682927,8425.8,6835.23175908
3,./stocks/AAOI.csv,15321.0245192,15095.9545402,13678.2245852,11516.110904,12896.5276048
4,./stocks/AAON.csv,10936.5859018,10662.6360078,11136.8858808,11890.549614,10339.0985581
5,./stocks/AAPL.csv,15403.4878725,14867.5577785,15906.2078255,9631.469783,15446.5721172
6,./stocks/AAWW.csv,12595.9405634,13126.7906214,13122.7906214,12621.050294,12321.5704211
7,./stocks/AAXJ.csv,14149.1013389,12350.3074379,13292.5716829,10163.579818,13684.0992379
8,./stocks/AAXN.csv,13312.6721862,16258.7024232,17229.0327462,11929.670653,17058.961435
9,./stocks/ABAC.csv,6783.23666667,7683.38666667,4772.21,10547.1,6359.4990442
10,./stocks/ABAX.csv,14729.2184099,13801.7684089,13390.8283369,15122.120299,13240.66401
11,./stocks/ABCB.csv,12673.3961569,11898.7963739,13806.3455979,12555.450161,11823.823626
12,./stocks/ABCD.csv,21791.3918864,19806.8418864,27650.8518864,18038.88,22791.7488836
13,./stocks/ABDC.csv,4904.01395368,4072.25395368,5722.70395368,-1106.28,5792.02406125
14,./stocks/ABEO.csv,32284.6,33602.65,45374.759944,22072.150099,38329.9541279
15,./stocks/ABIL.csv,23306.4945556,14268.4985556,30148.6165556,227950.342,2655.16845788
16,./stocks/ABIO.csv,1408.86103321,2522.67103321,-485.87896679,1720.42,2055.80919501
17,./stocks/ABMD.csv,18229.7439419,22385.7937759,14664.4690974,11791.970548,25539.4043006
18,./stocks/ABTX.csv,12286.7218319,11536.2717309,12320.0216259,14164.100028,11235.1210931
19,./stocks/ABUS.csv,17951.85,20193.3,15171.2,16238.5,20007.1828962
20,./stocks/ACAD.csv,7836.14289269,7598.77298869,9080.60292569,5537.779373,6709.16629085
21,./stocks/ACBI.csv,10276.84994,10680.550002,10041.999945,10663.375522,9882.93116883
22,./stocks/ACER.csv,25904.550945,18243.69933,29049.257595,42468.033949,17519.0112534
23,./stocks/ACET.csv,4757.71886994,1609.69886994,6226.7100714,-24.260655,3373.6033512
24,./stocks/ACFC.csv,13646.8037703,15002.6937703,13719.0937703,11243.98,14570.1997113
25,./stocks/ACGL.csv,9923.75274607,9806.91270407,9923.81266307,8021.809533,9403.66809564
26,./stocks/ACGLP.csv,11180.4096954,11287.4447684,11142.8947674,10368.609898,11096.8849841
27,./stocks/ACHC.csv,12134.0089261,12478.7588461,12051.2890201,12830.529289,11417.0315764
28,./stocks/ACHN.csv,10136.8712895,9774.87128954,9549.16128954,14373.86,8902.17442907
29,./stocks/ACHV.csv,1057.53242424,2271.22242424,450.632814242,-13559.43029,2922.05911309
30,./stocks/ACIA.csv,6818.3329504,6496.9829774,6663.2229914,6001.719252,6369.24424155
31,./stocks/ACIW.csv,13248.0554913,13141.7855783,13008.4054883,13828.99965,12807.2962671
32,./stocks/ACLS.csv,18152.7227178,16837.6229988,17268.2228668,14951.149321,17299.9962809
33,./stocks/ACNB.csv,9859.93539938,9455.43532638,10009.9354644,10649.800138,8945.43260213
34,./stocks/ACOR.csv,13845.7089894,14140.5090334,13829.4589524,17862.679572,11775.3141589
35,./stocks/ACRS.csv,5974.92478139,6130.15478039,7584.16456239,8321.731284,6542.50643843
36,./stocks/ACRX.csv,11239.7194118,10789.8394118,9101.30941176,14442.17,9333.52886296
37,./stocks/ACSF.csv,9326.19789916,9345.89789916,8717.89789916,9441.775,9372.33223419
38,./stocks/ACST.csv,9575.01178295,9571.25178295,8406.47178295,10363.88,7849.88338947
39,./stocks/ACTG.csv,5013.79962963,6243.31962963,3419.41962963,4217.63,5513.66137262
40,./stocks/ACWI.csv,12120.9231322,11252.3339998,12253.9532962,10200.630379,12049.8031445
41,./stocks/ACWX.csv,12406.9340284,11346.003525,12330.3040834,10294.3502,12343.3997246
42,./stocks/ACXM.csv,10210.0732269,9976.50320692,10523.2130679,11093.40975,9368.02131446
43,./stocks/ADAP.csv,31071.9966019,24863.5966019,26321.2266019,44936.195,29756.1902637
44,./stocks/ADBE.csv,18184.7125164,16059.2733829,15555.746029,10442.519855,21273.4617514
45,./stocks/ADES.csv,13322.8848637,12415.6948637,12148.3248637,16263.68,12105.8235728
46,./stocks/ADI.csv,13235.5159172,12722.0859712,13872.8459362,11978.020066,12991.4507483
47,./stocks/ADMA.csv,15912.1410683,13720.1270683,13234.6470683,24452.93,10714.6099504
48,./stocks/ADMP.csv,12060.4653846,12251.0653846,12093.7553846,15286.62,11136.5119463
49,./stocks/ADMS.csv,16984.6118239,16253.2116249,15125.0116249,23995.721215,14501.7366134
50,./stocks/ADP.csv,12145.9378668,12213.1478308,12361.4579588,11822.859937,11184.6956633
51,./stocks/ADRA.csv,12006.5723785,11769.9403781,12235.6955814,10458.330168,12373.8512172
52,./stocks/ADRD.csv,11671.3458728,11408.7659658,11622.1157468,10642.049236,11549.4895491
53,./stocks/ADRE.csv,12764.4945996,12664.8546876,12408.3546016,10452.409359,13210.8583146
54,./stocks/ADRO.csv,5791.23141593,7013.68141593,9533.28451327,8005.15,6720.19355884
55,./stocks/ADRU.csv,11917.8076719,11653.1877109,11874.7577119,10709.239499,11580.4704451
56,./stocks/ADSK.csv,15559.3638659,17654.0436519,15605.1238909,11979.420374,16603.4569745
57,./stocks/ADTN.csv,6022.54221036,7643.29210236,6624.69235736,7694.049905,7196.96615537
58,./stocks/ADUS.csv,13865.5155843,14657.1156673,17726.6158573,14042.99979,13655.5175948
59,./stocks/ADXS.csv,4027.96632844,493.876328438,-1868.68367156,-7719.47,2717.5650798
60,./stocks/AEGN.csv,10687.7811017,11135.2412977,10590.6112497,11055.100255,9859.86588964
61,./stocks/AEHR.csv,11250.4129412,12057.8729412,11233.6929412,10579.0,10826.7035742
62,./stocks/AEIS.csv,13363.8587952,13897.9087562,13436.9287662,10897.230509,12244.6008245
63,./stocks/AEMD.csv,4349.0139801,3940.1039801,1877.3139801,-3016.31,3230.46901215
64,./stocks/AERI.csv,14254.6044406,14195.4046296,13996.7544926,14769.599163,13739.672725
65,./stocks/AETI.csv,3296.84032258,5108.22032258,8191.74,2147.44,4618.13859707
66,./stocks/AEY.csv,7219.51310345,7542.29310345,6118.55310345,5829.92,6916.35082392
67,./stocks/AEZS.csv,4965.90285714,6781.99571429,5579.88857143,8053.62,3866.34935537
68,./stocks/AFH.csv,7341.6901743,7445.0602263,8931.34588499,10714.780585,5697.9978873
69,./stocks/AFMD.csv,12159.5428571,11326.1928571,11362.5178571,15602.575,9549.13227957
70,./stocks/AFSI.csv,4861.00276961,4053.56275161,5704.1953382,6172.47034,4933.37269354
71,./stocks/AGEN.csv,11172.5846154,11675.7446154,13564.5946154,16969.2,11112.5691711
72,./stocks/AGFS.csv,24017.185098,24331.545098,27449.695098,18087.32,28089.4490916
73,./stocks/AGII.csv,10881.1361739,10347.5971739,11187.1624839,11580.776261,9888.74720872
74,./stocks/AGIIL.csv,10287.2472825,10246.4471655,10201.2072435,9837.319539,10112.9915439
75,./stocks/AGIO.csv,18469.7531029,19980.6230759,18155.8229849,16909.59003,19229.3778529
76,./stocks/AGLE.csv,20603.1682276,18395.1082276,29245.9232276,34456.925,21755.3929916
77,./stocks/AGNC.csv,10588.780585,10466.660679,10050.670819,10084.071359,10053.4610391
78,./stocks/AGNCB.csv,10471.9997867,10240.6798257,10210.4398257,10338.018225,10054.780315
79,./stocks/AGND.csv,10230.0948907,10148.9450007,9911.62497368,9736.190723,9772.99903338
80,./stocks/AGRX.csv,7533.67,7703.0,6296.87,20197.63,5873.13933594
81,./stocks/AGTC.csv,6536.38311518,4868.20811518,5398.45811518,9541.1,5405.21210668
82,./stocks/AGYS.csv,11194.7281481,11536.6281481,11318.7881481,12517.48,10916.2040271
83,./stocks/AGZD.csv,10292.4490139,9979.24901389,9979.24901389,9280.840008,9891.37155095
84,./stocks/AHGP.csv,8840.29405605,8790.19405605,10176.314139,7711.149553,8128.2145528
85,./stocks/AHPI.csv,13532.2907767,13586.2507767,12041.8507767,21297.51,11974.4673688
86,./stocks/AIA.csv,14051.0615719,12066.4460233,13071.8077266,10390.210197,14385.4790822
87,./stocks/AIMC.csv,12534.4406501,11749.3905811,13103.3405771,12854.600038,11569.2751036
88,./stocks/AIMT.csv,16872.2632035,15666.3033905,16263.9133645,18260.020646,14700.2212329
89,./stocks/AINV.csv,8637.21410774,8985.57410774,8733.64410774,9368.87,9012.97811928
90,./stocks/AIRR.csv,11494.6463259,11178.8363389,11300.2063359,11185.378332,10665.5546465
91,./stocks/AKAM.csv,9451.89953866,11275.8095197,8111.05045819,8132.180266,10444.8165354
92,./stocks/AKAO.csv,9655.37913577,9439.13922577,12026.6991528,9563.199854,9392.62011332
93,./stocks/AKBA.csv,9932.51190476,11071.5419048,7797.59196076,10519.830041,9355.61504075
94,./stocks/AKER.csv,5435.66363158,13621.8666316,-1543.16036842,14797.971,2599.23457321
95,./stocks/AKRX.csv,7382.93221483,6929.23236283,8146.96230483,8441.779411,8559.06499413
96,./stocks/AKTS.csv,8963.01461538,8435.32461538,7570.57461538,6961.806,7701.69552134
97,./stocks/AKTX.csv,4009.14666667,3835.07666667,-1455.63333333,-13340.96995,3440.90442543
98,./stocks/ALBO.csv,19314.384085,18012.424095,22720.323547,16240.479779,17090.820935
99,./stocks/ALCO.csv,11486.0374053,11946.4875603,12489.5775033,12744.60001,11579.58023
100,./stocks/ALDR.csv,8330.44705882,7552.09705882,6615.04721282,9879.350026,7545.17866213
101,./stocks/ALDX.csv,16050.4186275,15025.7686275,16119.6186275,20472.65,14020.0435247
102,./stocks/ALGN.csv,17279.6545839,15439.4197452,20702.9846129,10822.599882,26713.2327036
103,./stocks/ALGT.csv,9864.21919182,10383.7192028,11069.1691068,9573.250806,9345.59634343
104,./stocks/ALIM.csv,11307.7085714,10384.8285714,9506.49857143,11696.69,9638.83106509
105,./stocks/ALJJ.csv,5500.24714286,5392.18714286,3434.94714286,-499.71,5359.35498281
106,./stocks/ALKS.csv,10386.4698175,8304.84532736,9363.22520036,7702.709399,7322.43305498
107,./stocks/ALLT.csv,10664.4869903,10406.4169903,10589.2369903,13176.68,10204.823273
108,./stocks/ALNY.csv,23974.9955123,25661.0955773,24082.6456083,13452.729759,25176.1629415
109,./stocks/ALOG.csv,11277.281377,10854.631412,10984.731365,11039.110077,9855.91640223
110,./stocks/ALOT.csv,14071.8146746,12576.2142356,14614.1948836,18782.631823,12111.1901214
111,./stocks/ALPN.csv,9516.38249433,9455.34249433,12002.8224943,10700.35,8857.89878633
112,./stocks/ALQA.csv,3257.145,4324.945,292.655,1908.46,2749.10852964
113,./stocks/ALRM.csv,13608.852362,14129.312348,14171.761956,11636.769796,13909.8056684
114,./stocks/ALSK.csv,11980.4263415,10819.1363415,10564.3363415,11619.24,9668.97211432
115,./stocks/ALT.csv,243415.18,141104.99,270645.164,292064.192,360997.394229
116,./stocks/ALTY.csv,9755.16778179,9532.69478179,9657.18878179,10285.276,9684.22444636
117,./stocks/ALXN.csv,10400.8761354,10085.0461024,11110.5064224,9555.759237,9388.096145
118,./stocks/AMAG.csv,8684.65190825,7582.69197025,6567.87185425,16372.199726,5895.74828368
119,./stocks/AMAT.csv,15284.6396461,15511.3196801,15452.0696651,11804.910253,17316.1564507
120,./stocks/AMBA.csv,11124.3638871,11479.7936831,10574.5936981,14150.459129,9603.01854233
121,./stocks/AMBC.csv,8382.88541873,8554.63540573,9427.96506673,10051.510036,8200.71242943
122,./stocks/AMCN.csv,3216.84096774,775.470967742,-273.449032258,-10319.93,2956.13836968
123,./stocks/AMCX.csv,10118.7455813,9599.59572731,10006.9757383,9683.960256,9440.74996057
124,./stocks/AMD.csv,10263.654042,10873.324042,9760.31404199,11877.85,8449.02194196
125,./stocks/AMDA.csv,4512.34998248,-200.482017517,-7044.20856352,-10917.674762,2136.90597803
126,./stocks/AMED.csv,14851.9986954,15248.6987704,13643.7599294,11361.160139,14865.1234078
127,./stocks/AMEH.csv,20844.430059,26851.21,21273.729951,21078.520044,17445.7669421
128,./stocks/AMGN.csv,13079.4137854,13711.1324257,13367.1836514,8998.289976,11455.6453489
129,./stocks/AMKR.csv,10557.1874178,10127.0774178,10361.7368545,13566.15,9664.06124773
130,./stocks/AMMA.csv,-5786.43266667,-1699.93766667,-8813.47766667,-29617.309,894.611275934
131,./stocks/AMNB.csv,11455.9116537,11382.1616187,11766.6117297,11300.749565,11095.1160371
132,./stocks/AMOT.csv,12775.7379642,19688.7133976,11490.9073352,12194.130173,17621.371157
133,./stocks/AMOV.csv,12391.9211523,14605.4531078,13368.2431678,11583.60989,15354.4760246
134,./stocks/AMPH.csv,10163.5684831,11678.9278721,9339.61442132,13069.169228,10092.7571006
135,./stocks/AMRB.csv,9980.65178344,9719.48178344,10102.3017834,11987.309939,9452.50156756
136,./stocks/AMRH.csv,7099.47434716,-12.9056528418,5807.19414747,2871.51,2270.36366641
137,./stocks/AMRK.csv,5385.66267192,7678.28279492,4546.76055392,2019.521624,6346.24271247
138,./stocks/AMRN.csv,10194.2552427,11365.2352427,10246.8852427,14197.33,10045.4814619
139,./stocks/AMRS.csv,7032.04184622,10787.8627822,2691.66683822,18240.323512,7524.19830245
140,./stocks/AMSC.csv,9176.70021563,12239.7902156,7766.3554717,23613.71,8460.48416969
141,./stocks/AMSF.csv,9006.87346102,9049.32333702,9518.37349102,9250.900856,8606.57074976
142,./stocks/AMSWA.csv,13100.0500193,11853.2500193,12935.6300193,15094.39,12438.5196791
143,./stocks/AMTD.csv,13716.8318744,13036.6818714,15513.7916894,10273.950102,13173.1479549
144,./stocks/AMTX.csv,15058.6287792,11998.1047792,19847.5127792,45174.159,10705.1301465
145,./stocks/AMWD.csv,12698.292282,13427.842311,14536.292253,10983.200311,12525.5686422
146,./stocks/AMZN.csv,21203.8643577,23569.9941187,23873.1342547,11366.310602,18671.9810123
147,./stocks/ANAT.csv,10452.5599522,9839.95989816,11140.4399102,9478.620031,9677.88169494
148,./stocks/ANCX.csv,11076.1723952,10550.5125072,11163.0323292,13084.610515,10266.4181589
149,./stocks/ANDE.csv,8179.5737524,7771.0238754,7409.5238674,11037.500395,7572.09073502
150,./stocks/ANGI.csv,18340.5974047,19009.9874047,16362.6074047,28450.21,15962.7686216
151,./stocks/ANGO.csv,11158.3399911,12188.3005491,12221.5404571,12363.280578,11548.1921261
152,./stocks/ANIK.csv,10089.2399041,10368.8598991,9186.38983813,10048.739715,9319.8861798
153,./stocks/ANIP.csv,10085.6989203,11115.1989323,8778.50368485,11724.240171,9827.00392061
154,./stocks/ANSS.csv,14155.6430454,16407.4430144,18030.3627844,10485.46017,16879.7963626
155,./stocks/ANTH.csv,3021.5071831,-693.752816901,-2607.4328169,-9340.45,95.2532495503
156,./stocks/ANY.csv,-1803.917,-1723.994,-4840.295,-23468.875,414.189098139
157,./stocks/AOBC.csv,3928.44151028,3892.53144728,4310.76136428,-1060.220196,4730.96822818
158,./stocks/AOSL.csv,7402.41215221,7179.74221921,7683.02210421,8062.729507,6951.74661204
159,./stocks/APDN.csv,10679.8331579,11239.8731579,8962.09315789,15939.53,7794.41357692
160,./stocks/APEI.csv,23439.1762164,19391.5757494,16233.7756184,24085.95104,16061.3520458
161,./stocks/APEN.csv,3740.60985507,3385.39985507,5034.56376812,4101.27,3986.26997581
162,./stocks/APLP.csv,8110.26832796,8800.26820896,7479.03826996,9125.049487,8282.11372053
163,./stocks/APOG.csv,7348.26732117,6877.89730417,7312.26739017,5729.449828,7197.37104631
164,./stocks/APPF.csv,14322.5630559,17070.5126819,14609.1126199,11749.799858,19817.409821
165,./stocks/APPS.csv,21671.6142857,22748.3142857,16069.92,13590.45,24864.2622751
166,./stocks/APRI.csv,8383.52343066,3114.22343066,7258.16343066,3107.72,2635.82733502
167,./stocks/APTO.csv,17937.8503704,23208.4903704,18275.0803704,48988.48,25278.8330804
168,./stocks/APWC.csv,7989.50298246,8718.79298246,7145.01298246,8982.42,7755.35878676
169,./stocks/AQMS.csv,523.701067285,809.551067285,-2991.35887471,-13607.939983,2113.08662362
170,./stocks/AQXP.csv,8745.13666705,8686.43666705,8991.48660605,9708.279878,8024.082988
171,./stocks/ARAY.csv,11554.6319149,10969.7319149,10736.1019149,12183.15,10081.6495417
172,./stocks/ARCB.csv,10721.2213923,12167.0209003,9150.22172026,13096.399028,11048.0678541
173,./stocks/ARCC.csv,9917.70408877,9838.47391077,9879.41402777,10241.430436,9743.8208062
174,./stocks/ARCI.csv,8204.51747748,9036.03747748,5352.41747748,9485.83,6152.29989364
175,./stocks/ARCT.csv,3745.71702004,3447.04702004,3439.94568706,3484.355006,3708.46350056
176,./stocks/ARCW.csv,2856.85977528,3830.92977528,3257.97977528,-37.35,5046.00496728
177,./stocks/ARDM.csv,11595.95,13471.12,8072.55,23538.22,9435.55950561
178,./stocks/ARDX.csv,5872.02542955,3945.09742268,3755.69742268,6633.4,3485.40558937
179,./stocks/AREX.csv,9315.60632184,8812.77632184,8877.54632184,12862.07,7965.80976251
180,./stocks/ARGS.csv,-5463.47939394,-4204.42939394,-3955.30939394,-49204.96,355.442174147
181,./stocks/ARII.csv,8394.98161757,8074.37154057,8570.38156857,8696.859757,7815.15589609
182,./stocks/ARKR.csv,10161.9697011,10090.8697031,10433.1797461,11714.730077,9238.33559753
183,./stocks/ARLP.csv,6398.9214926,7663.2218446,7462.4018466,4777.528658,7116.32037046
184,./stocks/ARLZ.csv,3693.84217391,2948.74217391,2654.41217391,7901.5,3822.34952175
185,./stocks/ARNA.csv,22560.7487585,20440.2588435,32733.4289525,20330.010162,23498.6144422
186,./stocks/AROW.csv,8865.85243595,8815.40316195,9476.84099895,10966.893771,8603.75052309
187,./stocks/ARQL.csv,26522.06,19017.53,38887.35,28912.71,21697.9050924
188,./stocks/ARRS.csv,9914.23919044,9490.41915144,9905.34911944,11739.779785,8874.30833934
189,./stocks/ARRY.csv,20656.8803128,21129.9603738,18951.3503168,28730.169894,16590.671161
190,./stocks/ARTNA.csv,12588.5011133,12185.9311803,12315.8407283,12059.799583,11615.0080735
191,./stocks/ARTW.csv,7294.17675325,7334.10675325,6206.82675325,8408.83,6158.11737898
192,./stocks/ARTX.csv,10267.8714286,9860.97142857,8559.12142857,10480.23,9069.02467298
193,./stocks/ARWR.csv,28747.5504762,34229.3704762,49991.6004762,61002.94,40940.0080902
194,./stocks/ASCMA.csv,-884.323270162,2123.94678984,6696.54678984,-9593.300119,3030.75598659
195,./stocks/ASET.csv,11129.7985463,10987.5193812,10860.9074833,10358.245627,10877.2456912
196,./stocks/ASFI.csv,2327.16343434,853.193434343,3242.33343434,-825.75,4015.75001225
197,./stocks/ASMB.csv,35332.257086,32626.276922,30797.356908,13939.160352,36761.673321
198,./stocks/ASML.csv,19247.3948677,15594.2094745,17007.9551307,9982.660071,18920.9611537
199,./stocks/ASNA.csv,3880.31230769,4053.84230769,3132.79538462,2372.21,3898.0799829
200,./stocks/ASND.csv,21194.2345081,28519.0647401,26829.4445801,16593.380229,30357.608924
201,./stocks/ASPS.csv,10857.0491822,10091.1592232,9367.34920616,13674.500001,9421.35706655
202,./stocks/ASPU.csv,20478.4130442,17922.7830442,17455.9330442,17660.105,17599.091366
203,./stocks/ASRV.csv,11343.0762162,11216.2162162,11930.0062162,11114.7,10814.0165781
204,./stocks/ASRVP.csv,10486.27725,10728.517387,10646.477031,10929.699568,9881.92137365
205,./stocks/ASTC.csv,-201.912068966,4106.07793103,-118.972068966,-9857.03,2804.42727699
206,./stocks/ASTE.csv,8415.77017459,8403.79975159,8944.88987459,8161.909674,8299.05633345
207,./stocks/ASUR.csv,16312.5288889,16223.9688889,16089.6188889,20894.74994,15515.3430301
208,./stocks/ASYS.csv,21213.7392308,18707.6592308,19897.4192308,13848.11,18847.4733931
209,./stocks/ATAI.csv,13319.6330964,13693.3930964,14704.1030964,17759.21,12449.4800725
210,./stocks/ATAX.csv,11274.8844444,11444.4444444,11028.4444444,11014.29,10806.4047033
211,./stocks/ATEC.csv,15961.9447205,11725.3347205,21717.0247205,19431.41,10876.4914164
212,./stocks/ATHN.csv,14128.7333629,15070.8533059,14484.5831169,11947.05026,12255.5181083
213,./stocks/ATHX.csv,14886.9227273,13823.7827273,13830.9227273,21095.4,12800.0835441
214,./stocks/ATLC.csv,8139.02244755,7529.76244755,5689.77244755,8009.57,6026.89002836
215,./stocks/ATLO.csv,8474.11245821,8610.06249721,8661.71242121,8817.449969,8188.81010284
216,./stocks/ATNI.csv,8142.67814539,7702.98839539,8539.06823739,9452.750004,7621.1199403
217,./stocks/ATOS.csv,5280.69394366,2594.62394366,4358.12676056,4165.11,2524.5817374
218,./stocks/ATRA.csv,18346.0561748,24705.2056628,30465.9548418,26388.649395,26343.3217958
219,./stocks/ATRC.csv,12398.1077144,12146.9177634,10825.8378704,13670.99082,11292.2825642
220,./stocks/ATRI.csv,15070.0875603,15271.9875843,16850.9374763,2882.949802,12135.4299051
221,./stocks/ATRO.csv,10830.0929302,10901.6829682,10769.9230362,10777.459738,10947.1516828
222,./stocks/ATRS.csv,11023.9700866,11536.3000866,10270.1000866,16427.6,10549.2747121
223,./stocks/ATSG.csv,14155.1352134,13982.5252584,12961.7852594,13446.799816,13581.4876574
224,./stocks/ATTU.csv,14615.1537037,14037.4337037,14659.4937037,14120.69,13431.1082062
225,./stocks/ATVI.csv,17564.8091109,15719.7896389,16958.7995139,12490.259736,17493.986148
226,./stocks/AUDC.csv,11253.3139302,11119.4739302,10732.3457663,13499.94,11048.7492996
227,./stocks/AUPH.csv,27022.1255814,25316.6855814,26308.2155814,16763.54,26535.7323182
228,./stocks/AUTO.csv,1749.62363636,-25598.9863636,3140.40363636,-14030.59,2413.17555792
229,./stocks/AVAV.csv,17367.8832078,18733.4531848,15137.2133758,13095.59001,20459.9233789
230,./stocks/AVDL.csv,7438.73940639,7752.49940639,7853.55940639,9507.13,7111.56161287
231,./stocks/AVEO.csv,48417.6833333,45236.1733333,45858.4833333,39778.99,44199.1285263
232,./stocks/AVGO.csv,15942.8155981,14707.8955581,15787.7455801,9361.329893,14026.3110001
233,./stocks/AVGR.csv,-5184.45666667,-4349.77670967,-10028.1366037,-23939.07,604.145965295
234,./stocks/AVHI.csv,12375.812406,12049.962406,12671.562537,13902.150407,11617.2278272
235,./stocks/AVID.csv,11100.44,11029.82,10473.68,12811.4,9826.75953345
236,./stocks/AVNW.csv,14233.1758834,12988.3957664,13225.2658234,17286.940011,12109.0768011
237,./stocks/AVXL.csv,5069.38355231,3840.27355231,2984.50355231,816.6,5283.40982886
238,./stocks/AVXS.csv,32200.3807989,35840.7607469,43910.5206979,16503.879837,42027.808531
239,./stocks/AWRE.csv,6691.34585366,6617.76585366,5847.44585366,6430.6,6414.90177242
240,./stocks/AXAS.csv,10261.29,10415.67,7329.15217228,17359.76,9752.45803129
241,./stocks/AXDX.csv,12975.6127121,12399.7626081,14070.8625591,16164.950519,11421.4109966
242,./stocks/AXGN.csv,30640.5999168,24677.1495878,28130.6499408,12643.999976,41453.2944973
243,./stocks/AXSM.csv,5815.06899225,4779.36899225,2088.29399225,8136.6,3352.34725743
244,./stocks/AXTI.csv,15784.787551,15949.987551,14079.277551,14383.45,14575.5922547
245,./stocks/AY.csv,10207.1777887,10654.0776917,10406.7576927,10392.540184,9968.996091
246,./stocks/AYTU.csv,-7792.79299048,-1972.39304348,-5435.15516439,-35276.02,123.131235579
247,./stocks/AZPN.csv,15159.4072219,14096.6471649,14686.2173109,11355.709852,14754.7193445
248,./stocks/AZRX.csv,8883.86988235,8464.40588235,7846.17088235,13505.413,7735.4170074
249,./stocks/BABY.csv,10968.5053898,10658.6053778,10782.5923495,12486.950246,9837.18694486
250,./stocks/BANF.csv,12424.5414768,12080.0664738,12567.5415118,11615.399537,11544.2425256
251,./stocks/BANFP.csv,10400.3774907,10669.4776027,10359.8277767,10588.520105,9652.86411436
252,./stocks/BANR.csv,10445.5548187,9924.20486474,11000.1248967,11447.439585,9755.60912453
253,./stocks/BANX.csv,11343.7521959,11445.6621959,11665.2321959,11033.669445,11201.0356791
254,./stocks/BASI.csv,20278.7577215,20336.9377215,18332.6477215,21061.79,19821.9519146
255,./stocks/BATRA.csv,11359.4567943,11002.4269153,11262.0672163,12376.43114,10854.362642
256,./stocks/BATRK.csv,11156.6229316,10954.8929336,11453.5131556,12143.94995,10717.2180875
257,./stocks/BBBY.csv,2144.09664086,1967.76679586,884.466845858,-7920.078635,4275.76732358
258,./stocks/BBC.csv,17382.8476271,14691.8466531,17574.4365601,12518.375953,16840.0290358
259,./stocks/BBGI.csv,17440.8912698,17473.3912698,16555.7012698,18077.69994,16327.5588351
260,./stocks/BBH.csv,11630.4657693,11784.0257653,11645.0257303,9664.469828,10554.0467412
261,./stocks/BBOX.csv,2989.37091503,56.9003267974,-7011.5196732,-7333.46,1802.86558714
262,./stocks/BBP.csv,13025.6746176,13207.3504166,13139.4164716,12026.449949,12410.6709383
263,./stocks/BBRG.csv,11080.2057895,11842.0157895,13813.5157895,17451.04,9568.82827482
264,./stocks/BBSI.csv,12735.5122149,12737.8522319,14153.7821279,10222.339733,13370.6877053
265,./stocks/BCBP.csv,12133.6803058,12287.2003058,12101.9503058,11781.65,11761.4464021
266,./stocks/BCLI.csv,14375.5625,13554.0025,12072.6225,10343.14,13182.8113919
267,./stocks/BCOM.csv,6599.34380978,5963.98392178,7754.50387478,3709.48989,5993.67574376
268,./stocks/BCOR.csv,14967.4143598,15596.6644558,14120.0686521,14229.250054,16513.0628992
269,./stocks/BCOV.csv,8932.75951807,8918.50951807,8325.27951807,11532.66,8126.38195423
270,./stocks/BCPC.csv,10757.2350309,10683.0752639,11385.3652889,9878.539717,10140.4348585
271,./stocks/BCRX.csv,8896.53849057,8787.04849057,7094.27849057,10121.17,7524.03750496
272,./stocks/BCTF.csv,12537.9267778,11212.902381,11909.5467778,11270.369939,12554.7117235
273,./stocks/BDGE.csv,9371.42767136,8928.57764736,9293.37826636,9551.751185,8759.18905259
274,./stocks/BDSI.csv,13674.1785714,13517.6285714,11808.5185714,14151.65,12572.2721667
275,./stocks/BEAT.csv,14124.8923252,15299.4422912,14776.9425072,13923.880084,14613.0958177
276,./stocks/BECN.csv,11934.6186608,11740.8486818,11967.3585828,13723.59001,10906.2595614
277,./stocks/BELFA.csv,5860.01515904,6084.43554704,5432.11519704,7665.411057,6412.24914575
278,./stocks/BELFB.csv,6735.57797032,5519.57764332,5142.02798632,3421.048687,6537.65416887
279,./stocks/BFIN.csv,11135.8557543,11404.9757543,11235.8156923,11535.659811,11197.3946605
280,./stocks/BFIT.csv,11836.610134,11767.244304,12130.412946,10854.078933,12339.6945859
281,./stocks/BGCP.csv,13014.8810355,12551.4310355,12668.9610355,9860.16,12716.1875306
282,./stocks/BGFV.csv,4099.08011869,3962.96011869,6798.98011869,-2347.65006,4630.41903911
283,./stocks/BGNE.csv,40274.9455833,37551.7755343,55541.1555013,16744.789886,53119.901118
284,./stocks/BHAC.csv,10467.497319,10507.797319,10492.517319,10548.95,10499.9326323
285,./stocks/BHBK.csv,11451.0383468,11447.0382188,11267.2382038,12168.849484,10833.5075906
286,./stocks/BHTG.csv,18217.422,17724.16,14639.56,17582.9563,17156.2416777
287,./stocks/BIB.csv,14330.4840157,13434.5540067,14530.5440527,12186.6798,12680.5369165
288,./stocks/BICK.csv,13705.2699913,12611.7155972,12444.6498273,10383.209846,13870.829325
289,./stocks/BIDU.csv,14882.8678853,13938.9776863,16009.3477853,9162.589568,13632.6753858
